pid,tid,flags,start_time,start_boottime,memory_used,total_memory_pages,number_of_times_ran,run_delay,last_arrival,last_queued,thread_flags,thread_status,thread_cpu,stack_pointer,stack_pointer_relative,instruction_pointer,instruction_pointer_relative
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,875,11292884,440354532352,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,877,11313622,441362494758,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,878,11313622,441866512659,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,879,11313622,442370500174,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,881,11313622,443378491800,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,839,22455779,443882524120,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,882,11327649,443882533393,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,842,22455779,445898498362,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,887,11359738,446402494124,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,844,22455779,447130503098,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,889,11376433,447414163468,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,890,11391831,447914506032,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,892,11412705,448922517661,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,893,11412705,449426503876,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,849,22455779,450938500768,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,898,11469954,451947391338,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,899,11469954,452450495924,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,851,22455779,452954529435,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,901,11493100,453458546677,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,853,22455779,454970521794,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,905,11540640,455474501397,0,16384,0,0,18446640903227194768,0,0,0
20,20,69238880,173335818,173335818,18446744073709551615,18446744073709551615,117,71803704,455770530076,0,16384,0,0,18446640903227096592,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,907,11554745,456482491916,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,908,11584107,456986536816,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,857,22455779,457994536147,0,16384,0,0,18446640903228194320,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,860,22455779,460514513212,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,915,11666728,460514522080,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,917,11688915,461522486492,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,862,22455779,462026494379,0,16384,0,0,18446640903228194320,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,863,22455779,462530511892,0,16384,0,0,18446640903228194320,0,0,0
150,150,4194304,312305816777,312305816815,7077888,4428,9,8775839,462938510873,0,0,0,0,18446640903229078536,18446546988960791560,140239222454266,46324954167290
13,13,2129984,157335818,157335818,18446744073709551615,18446744073709551615,1369,97938070,462939477111,0,16384,0,0,18446640903226867224,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,920,11726517,463034498034,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,921,11726517,463538491221,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,865,22537612,464042539007,0,16384,0,0,18446640903228194320,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,866,22537612,465050540619,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,925,11765684,465554484060,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,867,22537612,466058534316,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,927,11790648,466562498116,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,869,22537612,468074503998,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,930,11829829,468074515563,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,870,22537612,469082498316,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,932,11848142,469082510272,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,934,11848142,470090494420,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,938,11864387,472113652026,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,941,11883648,473626523178,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,874,22537612,475130496202,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,946,11883648,476146498068,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,875,22537612,476626511768,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,947,11883648,476650496933,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,950,11883648,478162513900,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,878,22537612,479130498450,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,954,11883648,480178558534,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,955,11883648,480682565368,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,956,11883648,481186541840,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,957,11883648,481690551001,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,880,22537612,482130492386,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,959,11883648,482698528833,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,964,11883648,485218527387,0,16384,0,0,18446640903227194768,0,0,0
149,149,4194304,312305689151,312305689189,7077888,4428,10,10023259,488026544953,0,0,0,0,18446640903229225992,18446545991693011976,140112769460218,45201233246202
13,13,2129984,157335818,157335818,18446744073709551615,18446744073709551615,1371,97938070,488028030665,0,16384,0,0,18446640903226867224,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,970,11883648,488242526387,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,885,22537612,488626494974,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,971,11883648,488746497705,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,886,22537612,489130500679,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,973,11883648,489754538042,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,887,22537612,491130499610,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,976,11883648,491266540839,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,978,11883648,492274501022,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,890,22537612,493282519035,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,981,11898456,493786506009,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,891,22537612,494290498519,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,982,11914755,494290510065,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,983,11914755,494794551307,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,986,11914755,496306512787,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,987,11914755,496810491088,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,988,11914755,497314489145,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,894,22537612,497818513490,0,16384,0,0,18446640903228194320,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,895,22537612,499130496033,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,993,11933304,499842503827,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,896,22537612,500826512624,0,16384,0,0,18446640903228194320,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,897,22537612,501130499932,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,998,11933304,502362492381,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,999,11933304,502866487569,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1000,11933304,503370493168,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1002,11933304,504378504694,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,900,22537612,504882504125,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1003,11952527,504882517098,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1004,11952527,505386497753,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,901,22537612,505890496019,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1005,11968607,505890507004,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1007,11995317,506898552198,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1008,11995317,507402522309,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,903,22537612,507906539991,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1009,12014671,507906552628,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,906,22537612,509922500286,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1015,12080030,510930550964,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,908,22537612,511938503603,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1017,12098451,511938515369,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1019,12121415,512946523113,0,16384,0,0,18446640903227194768,0,0,0
151,151,4194304,312305934136,312305934169,7208960,4428,13,9575822,513114658893,0,0,0,0,18446640903230979080,18446546864170703880,140062656231418,46023595956218
13,13,2129984,157335818,157335818,18446744073709551615,18446744073709551615,1373,97938070,513115479752,0,16384,0,0,18446640903226867224,0,0,0
13,13,2129984,157335818,157335818,18446744073709551615,18446744073709551615,1374,97938070,513116482745,0,16384,0,0,18446640903226867040,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1021,12135659,513954523019,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1022,12159303,514458535866,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,912,22537612,514962498363,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1023,12175518,514962509333,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1024,12175518,515466486272,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,913,22537612,515970523474,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1025,12191412,515970533596,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1026,12191412,516479751782,0,16384,0,0,18446640903227194768,0,0,0
20,20,69238880,173335818,173335818,18446744073709551615,18446744073709551615,118,71803704,517210525475,0,16384,0,0,18446640903227096592,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,915,22537612,517994518806,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1029,12233035,517994528896,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,917,22537612,519506500406,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1032,12268563,519506511616,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1034,12285095,520514484107,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1036,12310201,521522496864,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1037,12324188,522026520577,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1039,12340719,523034512150,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1040,12340719,523538488536,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1041,12364144,524042524742,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,923,22537612,525050538328,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1043,12400027,525050562452,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,924,22537612,525554512079,0,16384,0,0,18446640903228194320,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,925,22537612,526058518662,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1046,12434713,526562499212,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,927,22537612,528074514300,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1049,12474490,528074524758,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1050,12474490,528578489173,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1054,12495853,530594518776,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1055,12514982,531098512175,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1057,12514982,532106492232,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1060,12532821,533618486868,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,932,22537612,535130525663,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1065,12561893,536138526832,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1067,12561893,537146501575,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1069,12561893,538154498595,0,16384,0,0,18446640903227194768,0,0,0
150,150,4194304,312305816777,312305816815,7077888,4428,12,8913085,538202585596,0,0,0,0,18446640903229078536,18446546988960791560,140239222454266,46324954167290
13,13,2129984,157335818,157335818,18446744073709551615,18446744073709551615,1375,97938070,538203491859,0,16384,0,0,18446640903226867224,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1071,12561893,539162499985,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1072,12561893,539666517090,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1074,12561893,540674524902,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1076,12561893,541682516032,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,938,22537612,542130515494,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1080,12561893,543698533190,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,940,22537612,545130545063,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1084,12561893,545722510312,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1087,12561893,547234505422,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1089,12561893,548242491346,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1090,12561893,548746496179,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,944,22537612,550130527819,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1094,12561893,550762498906,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1095,12561893,551266498872,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1096,12561893,551770499078,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1099,12561893,553282497887,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1100,12561893,553786562867,0,16384,0,0,18446640903227194768,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1102,12561893,554794543062,0,16384,0,0,18446640903227194768,0,0,0
41,41,69238880,635217400,635217445,18446744073709551615,18446744073709551615,948,22537612,555130510535,0,16384,0,0,18446640903228194320,0,0,0
23,23,2097216,240335818,240335818,18446744073709551615,18446744073709551615,1105,12561893,556306496476,0,16384,0,0,18446640903227194768,0,0,0
